Folder,File,Created,Modified
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,13.wav,2023-06-22 17:00:46.380897,2023-06-22 17:00:46.386895
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,14.wav,2023-06-22 17:02:05.104872,2023-06-22 17:02:05.113365
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,15.wav,2023-06-22 17:02:51.273674,2023-06-22 17:02:51.277322
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,16.wav,2023-06-22 17:04:00.405734,2023-06-22 17:04:00.410701
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,17.wav,2023-06-22 17:05:06.228744,2023-06-22 17:05:06.235763
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,18.wav,2023-06-22 17:05:56.422504,2023-06-22 17:05:56.428504
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,19.wav,2023-06-22 17:06:57.341834,2023-06-22 17:06:57.346834
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,20.wav,2023-06-22 17:08:08.986919,2023-06-22 17:08:08.991920
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,21.wav,2023-06-22 17:08:27.914415,2023-06-22 17:08:27.916415
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,22.wav,2023-06-22 17:09:27.297995,2023-06-22 17:09:27.303008
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,23.wav,2023-06-22 17:09:48.585196,2023-06-22 17:09:48.587195
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,24.wav,2023-06-22 17:10:47.869255,2023-06-22 17:10:47.874256
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,25.wav,2023-06-22 17:11:50.949342,2023-06-22 17:11:50.955342
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,26.wav,2023-06-22 17:13:04.111622,2023-06-22 17:13:04.116622
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,27.wav,2023-06-22 17:13:52.699937,2023-06-22 17:13:52.702937
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,28.wav,2023-06-22 17:15:17.999221,2023-06-22 17:15:18.005221
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,29.wav,2023-06-22 17:16:08.308553,2023-06-22 17:16:08.312554
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,30.wav,2023-06-22 17:17:14.234468,2023-06-22 17:17:14.239496
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,31.wav,2023-06-22 17:18:29.242093,2023-06-22 17:18:29.248093
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,32.wav,2023-06-22 17:19:21.338088,2023-06-22 17:19:21.342090
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,33.wav,2023-06-22 17:20:35.073395,2023-06-22 17:20:35.078395
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,34.wav,2023-06-22 17:22:00.875050,2023-06-22 17:22:00.880048
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,35.wav,2023-06-22 17:22:53.835315,2023-06-22 17:22:53.839314
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,36.wav,2023-06-22 17:23:34.919591,2023-06-22 17:23:34.922623
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,37.wav,2023-06-22 17:24:17.919420,2023-06-22 17:24:17.923421
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,38.wav,2023-06-22 17:25:27.385594,2023-06-22 17:25:27.390565
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,39.wav,2023-06-22 17:25:51.179285,2023-06-22 17:25:51.181284
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,40.wav,2023-06-22 17:27:04.861928,2023-06-22 17:27:04.866905
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,41.wav,2023-06-22 17:28:16.437934,2023-06-22 17:28:16.442144
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,42.wav,2023-06-22 17:28:25.706500,2023-06-22 17:28:25.708241
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,43.wav,2023-06-22 17:29:39.277464,2023-06-22 17:29:39.282433
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,44.wav,2023-06-22 17:30:43.490024,2023-06-22 17:30:43.495022
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,45.wav,2023-06-22 17:31:51.413836,2023-06-22 17:31:51.418519
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,46.wav,2023-06-22 17:32:56.012848,2023-06-22 17:32:56.022295
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,47.wav,2023-06-22 17:33:59.114870,2023-06-22 17:33:59.119872
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,48.wav,2023-06-22 17:35:00.327517,2023-06-22 17:35:00.332515
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,49.wav,2023-06-22 17:36:11.075521,2023-06-22 17:36:11.081522
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,50.wav,2023-06-22 17:37:24.774569,2023-06-22 17:37:24.780570
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,51.wav,2023-06-22 17:38:27.636093,2023-06-22 17:38:27.640355
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,52.wav,2023-06-22 17:39:44.723069,2023-06-22 17:39:44.729577
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,53.wav,2023-06-22 17:40:52.126176,2023-06-22 17:40:52.131176
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,54.wav,2023-06-22 17:41:59.133648,2023-06-22 17:41:59.138499
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,55.wav,2023-06-22 17:43:03.047254,2023-06-22 17:43:03.053254
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,56.wav,2023-06-22 17:44:00.625671,2023-06-22 17:44:00.630042
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,57.wav,2023-06-22 17:45:08.574482,2023-06-22 17:45:08.579481
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,58.wav,2023-06-22 17:45:36.753981,2023-06-22 17:45:36.756983
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,59.wav,2023-06-22 17:46:40.491094,2023-06-22 17:46:40.496063
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,60.wav,2023-06-22 17:47:51.425230,2023-06-22 17:47:51.430201
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,61.wav,2023-06-22 17:48:58.226123,2023-06-22 17:48:58.231124
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,62.wav,2023-06-22 17:50:05.654767,2023-06-22 17:50:05.659772
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,63.wav,2023-06-22 17:51:16.376626,2023-06-22 17:51:16.382117
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,64.wav,2023-06-22 17:52:24.095779,2023-06-22 17:52:24.100811
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,65.wav,2023-06-22 17:53:03.966502,2023-06-22 17:53:03.970537
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,66.wav,2023-06-22 17:53:59.397248,2023-06-22 17:53:59.401217
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,67.wav,2023-06-22 17:54:57.023869,2023-06-22 17:54:57.027869
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,68.wav,2023-06-22 17:55:53.997883,2023-06-22 17:55:54.001868
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,69.wav,2023-06-22 17:56:45.405003,2023-06-22 17:56:45.409283
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,70.wav,2023-06-22 17:57:41.497740,2023-06-22 17:57:41.501741
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,71.wav,2023-06-22 17:58:46.020644,2023-06-22 17:58:46.026623
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,72.wav,2023-06-22 17:59:42.579276,2023-06-22 17:59:42.583522
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,73.wav,2023-06-22 18:00:29.623427,2023-06-22 18:00:29.627427
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,74.wav,2023-06-22 18:01:22.492891,2023-06-22 18:01:22.498891
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,75.wav,2023-06-22 18:02:27.260027,2023-06-22 18:02:27.268025
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,76.wav,2023-06-22 18:03:17.522710,2023-06-22 18:03:17.528709
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,77.wav,2023-06-22 18:04:16.591796,2023-06-22 18:04:16.599827
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,78.wav,2023-06-22 18:05:20.645804,2023-06-22 18:05:20.650412
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,79.wav,2023-06-22 18:06:10.179213,2023-06-22 18:06:10.184716
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,80.wav,2023-06-22 18:07:07.115456,2023-06-22 18:07:07.121350
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,81.wav,2023-06-22 18:07:58.088961,2023-06-22 18:07:58.094961
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,82.wav,2023-06-22 18:08:47.620543,2023-06-22 18:08:47.625545
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,83.wav,2023-06-22 18:09:42.655554,2023-06-22 18:09:42.659658
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,84.wav,2023-06-22 18:10:22.651570,2023-06-22 18:10:22.656821
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,85.wav,2023-06-22 18:11:13.809807,2023-06-22 18:11:13.816310
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,86.wav,2023-06-22 18:12:08.674074,2023-06-22 18:12:08.678109
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,87.wav,2023-06-22 18:13:00.244096,2023-06-22 18:13:00.248117
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,88.wav,2023-06-22 18:14:05.279179,2023-06-22 18:14:05.284177
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,89.wav,2023-06-22 18:15:00.390565,2023-06-22 18:15:00.395536
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,90.wav,2023-06-22 18:15:53.939788,2023-06-22 18:15:53.945269
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,91.wav,2023-06-22 18:16:53.145930,2023-06-22 18:16:53.151435
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,92.wav,2023-06-22 18:17:48.910732,2023-06-22 18:17:48.916780
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,93.wav,2023-06-22 18:18:38.853043,2023-06-22 18:18:38.857907
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,94.wav,2023-06-22 18:19:36.788018,2023-06-22 18:19:36.791583
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,95.wav,2023-06-22 18:20:22.015543,2023-06-22 18:20:22.020135
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,96.wav,2023-06-22 18:21:20.730208,2023-06-22 18:21:20.735654
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,97.wav,2023-06-22 18:22:29.610012,2023-06-22 18:22:29.618168
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,98.wav,2023-06-22 18:23:36.704817,2023-06-22 18:23:36.709822
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,99.wav,2023-06-22 18:24:26.326738,2023-06-22 18:24:26.330745
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,100.wav,2023-06-22 18:25:29.230610,2023-06-22 18:25:29.237620
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,101.wav,2023-06-22 18:26:30.671616,2023-06-22 18:26:30.678616
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,102.wav,2023-06-22 18:27:12.133619,2023-06-22 18:27:12.138620
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,103.wav,2023-06-22 18:28:11.702320,2023-06-22 18:28:11.707289
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,104.wav,2023-06-22 18:29:02.599156,2023-06-22 18:29:02.603520
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,105.wav,2023-06-22 18:30:14.425135,2023-06-22 18:30:14.431358
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,106.wav,2023-06-22 18:31:26.382871,2023-06-22 18:31:26.388768
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,107.wav,2023-06-22 18:32:37.915254,2023-06-22 18:32:37.920629
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,108.wav,2023-06-22 18:33:44.784496,2023-06-22 18:33:44.789464
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,109.wav,2023-06-22 18:34:54.956021,2023-06-22 18:34:54.961019
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,110.wav,2023-06-22 18:36:10.300902,2023-06-22 18:36:10.310330
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,111.wav,2023-06-22 18:37:16.164623,2023-06-22 18:37:16.169836
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,112.wav,2023-06-22 18:38:24.847189,2023-06-22 18:38:24.852190
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,113.wav,2023-06-22 18:39:40.294362,2023-06-22 18:39:40.301713
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,114.wav,2023-06-22 18:40:38.500589,2023-06-22 18:40:38.507665
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,115.wav,2023-06-22 18:41:50.455676,2023-06-22 18:41:50.463194
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,116.wav,2023-06-22 18:42:59.062456,2023-06-22 18:42:59.067210
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,117.wav,2023-06-22 18:44:10.978940,2023-06-22 18:44:10.984873
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,118.wav,2023-06-22 18:45:16.790694,2023-06-22 18:45:16.796025
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,119.wav,2023-06-22 18:46:12.611634,2023-06-22 18:46:12.615604
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,120.wav,2023-06-22 18:47:02.438656,2023-06-22 18:47:02.442924
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,121.wav,2023-06-22 18:47:59.370487,2023-06-22 18:47:59.375727
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,122.wav,2023-06-22 18:48:09.881693,2023-06-22 18:48:09.882664
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,123.wav,2023-06-22 18:49:12.133029,2023-06-22 18:49:12.137000
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,124.wav,2023-06-22 18:50:19.344589,2023-06-22 18:50:19.350059
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,125.wav,2023-06-22 18:51:21.189877,2023-06-22 18:51:21.193876
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,126.wav,2023-06-22 18:51:40.171080,2023-06-22 18:51:40.173049
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,127.wav,2023-06-22 18:52:46.170828,2023-06-22 18:52:46.175876
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,128.wav,2023-06-22 18:53:50.712777,2023-06-22 18:53:50.717778
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,129.wav,2023-06-22 18:54:27.231314,2023-06-22 18:54:27.235287
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,130.wav,2023-06-22 18:55:20.969109,2023-06-22 18:55:20.972847
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,131.wav,2023-06-22 18:55:40.202438,2023-06-22 18:55:40.203439
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,132.wav,2023-06-22 18:56:41.655779,2023-06-22 18:56:41.660779
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,133.wav,2023-06-22 18:57:53.955772,2023-06-22 18:57:53.962751
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,134.wav,2023-06-22 18:58:41.595101,2023-06-22 18:58:41.598600
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,135.wav,2023-06-22 18:59:41.708051,2023-06-22 18:59:41.713020
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,136.wav,2023-06-22 19:00:34.455028,2023-06-22 19:00:34.461532
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,137.wav,2023-06-22 19:01:17.548908,2023-06-22 19:01:17.551892
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,138.wav,2023-06-22 19:01:51.227366,2023-06-22 19:01:51.230335
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,139.wav,2023-06-22 19:02:54.405941,2023-06-22 19:02:54.409949
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,140.wav,2023-06-22 19:03:40.848794,2023-06-22 19:03:40.854795
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,141.wav,2023-06-22 19:04:31.801933,2023-06-22 19:04:31.807906
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,142.wav,2023-06-22 19:05:23.436064,2023-06-22 19:05:23.439961
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,143.wav,2023-06-22 19:05:54.982574,2023-06-22 19:05:54.985300
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,144.wav,2023-06-22 19:07:01.173746,2023-06-22 19:07:01.179781
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,145.wav,2023-06-22 19:07:22.967521,2023-06-22 19:07:22.969546
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,146.wav,2023-06-22 19:08:08.766164,2023-06-22 19:08:08.770164
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,147.wav,2023-06-22 19:09:07.926977,2023-06-22 19:09:07.930977
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,148.wav,2023-06-22 19:10:02.250674,2023-06-22 19:10:02.257652
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,149.wav,2023-06-22 19:11:14.345646,2023-06-22 19:11:14.352646
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,150.wav,2023-06-22 19:12:08.992970,2023-06-22 19:12:08.997416
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,151.wav,2023-06-22 19:12:59.930206,2023-06-22 19:12:59.934163
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,152.wav,2023-06-22 19:13:47.358690,2023-06-22 19:13:47.364437
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,153.wav,2023-06-22 19:14:35.038493,2023-06-22 19:14:35.044491
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,154.wav,2023-06-22 19:15:38.997805,2023-06-22 19:15:39.004805
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,155.wav,2023-06-22 19:16:43.609756,2023-06-22 19:16:43.614789
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,156.wav,2023-06-22 19:17:36.578392,2023-06-22 19:17:36.583417
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,157.wav,2023-06-22 19:18:41.210349,2023-06-22 19:18:41.216319
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,158.wav,2023-06-22 19:19:29.585337,2023-06-22 19:19:29.591426
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,159.wav,2023-06-22 19:20:29.728292,2023-06-22 19:20:29.732714
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,160.wav,2023-06-22 19:21:30.596688,2023-06-22 19:21:30.601685
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,161.wav,2023-06-22 19:22:17.018107,2023-06-22 19:22:17.021619
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,162.wav,2023-06-22 19:23:04.186285,2023-06-22 19:23:04.190249
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,163.wav,2023-06-22 19:23:36.698795,2023-06-22 19:23:36.702794
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,164.wav,2023-06-22 19:24:41.067337,2023-06-22 19:24:41.072306
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,165.wav,2023-06-22 19:25:45.020141,2023-06-22 19:25:45.026141
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,166.wav,2023-06-22 19:25:54.163301,2023-06-22 19:25:54.164278
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,167.wav,2023-06-22 19:27:04.097026,2023-06-22 19:27:04.101991
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,168.wav,2023-06-22 19:27:58.437676,2023-06-22 19:27:58.442679
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,169.wav,2023-06-22 19:28:45.509571,2023-06-22 19:28:45.513819
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 18_ Chapter 18\stephenfry,170.wav,2023-06-22 19:30:01.017629,2023-06-22 19:30:01.023011
