Folder,File,Created,Modified
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,0.wav,2023-06-21 09:33:37.898948,2023-06-21 09:33:37.903955
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,1.wav,2023-06-21 09:34:22.240156,2023-06-21 09:34:22.243181
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,2.wav,2023-06-21 09:35:16.148984,2023-06-21 09:35:16.153666
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,3.wav,2023-06-21 09:36:22.744200,2023-06-21 09:36:22.749272
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,4.wav,2023-06-21 09:37:34.668358,2023-06-21 09:37:34.673357
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,5.wav,2023-06-21 09:38:26.759330,2023-06-21 09:38:26.766832
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,6.wav,2023-06-21 09:39:22.770079,2023-06-21 09:39:22.775079
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,7.wav,2023-06-21 09:40:21.271697,2023-06-21 09:40:21.277744
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,8.wav,2023-06-21 09:41:28.631669,2023-06-21 09:41:28.637174
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,9.wav,2023-06-21 09:42:20.185740,2023-06-21 09:42:20.189740
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,10.wav,2023-06-21 09:43:22.497315,2023-06-21 09:43:22.502317
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,11.wav,2023-06-21 09:44:18.091162,2023-06-21 09:44:18.095162
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,12.wav,2023-06-21 09:45:29.455421,2023-06-21 09:45:29.462421
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,13.wav,2023-06-21 09:46:20.067804,2023-06-21 09:46:20.071803
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,14.wav,2023-06-21 09:47:13.409212,2023-06-21 09:47:13.416261
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,15.wav,2023-06-21 09:48:19.837563,2023-06-21 09:48:19.843562
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,16.wav,2023-06-21 09:49:18.287272,2023-06-21 09:49:18.294305
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,17.wav,2023-06-21 09:50:05.937833,2023-06-21 09:50:05.941833
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,18.wav,2023-06-21 09:51:05.984413,2023-06-21 09:51:05.989411
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,19.wav,2023-06-21 09:52:10.599004,2023-06-21 09:52:10.603501
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,20.wav,2023-06-21 09:53:05.987913,2023-06-21 09:53:05.991383
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,21.wav,2023-06-21 09:54:14.792519,2023-06-21 09:54:14.798518
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,22.wav,2023-06-21 09:55:14.660964,2023-06-21 09:55:14.665963
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,23.wav,2023-06-21 09:56:02.763416,2023-06-21 09:56:02.767473
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,24.wav,2023-06-21 09:57:05.405953,2023-06-21 09:57:05.410954
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,25.wav,2023-06-21 09:57:56.598696,2023-06-21 09:57:56.602695
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,26.wav,2023-06-21 09:58:55.945648,2023-06-21 09:58:55.950786
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,27.wav,2023-06-21 09:59:43.949409,2023-06-21 09:59:43.954917
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,28.wav,2023-06-21 10:00:46.632178,2023-06-21 10:00:46.637180
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,29.wav,2023-06-21 10:01:39.467498,2023-06-21 10:01:39.471507
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,30.wav,2023-06-21 10:02:27.954496,2023-06-21 10:02:27.961012
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,31.wav,2023-06-21 10:03:22.471392,2023-06-21 10:03:22.477238
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,32.wav,2023-06-21 10:04:21.363610,2023-06-21 10:04:21.368608
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,33.wav,2023-06-21 10:05:20.821606,2023-06-21 10:05:20.825608
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,34.wav,2023-06-21 10:06:16.841125,2023-06-21 10:06:16.847129
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,35.wav,2023-06-21 10:07:32.026467,2023-06-21 10:07:32.033013
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,36.wav,2023-06-21 10:08:25.582853,2023-06-21 10:08:25.587991
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,37.wav,2023-06-21 10:08:55.603723,2023-06-21 10:08:55.606227
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,38.wav,2023-06-21 10:09:58.879801,2023-06-21 10:09:58.887400
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,39.wav,2023-06-21 10:10:54.326858,2023-06-21 10:10:54.331856
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,40.wav,2023-06-21 10:11:35.498271,2023-06-21 10:11:35.502438
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,41.wav,2023-06-21 10:12:22.975285,2023-06-21 10:12:22.981039
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,42.wav,2023-06-21 10:13:21.817014,2023-06-21 10:13:21.823011
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,43.wav,2023-06-21 10:14:07.089428,2023-06-21 10:14:07.093430
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,44.wav,2023-06-21 10:15:03.366242,2023-06-21 10:15:03.370203
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,45.wav,2023-06-21 10:16:07.099479,2023-06-21 10:16:07.103723
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,46.wav,2023-06-21 10:17:03.083295,2023-06-21 10:17:03.087300
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,47.wav,2023-06-21 10:18:04.980039,2023-06-21 10:18:04.984716
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,48.wav,2023-06-21 10:19:14.088008,2023-06-21 10:19:14.093281
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,49.wav,2023-06-21 10:20:17.420447,2023-06-21 10:20:17.425483
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,50.wav,2023-06-21 10:21:09.851591,2023-06-21 10:21:09.855791
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,51.wav,2023-06-21 10:22:13.071104,2023-06-21 10:22:13.075414
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,52.wav,2023-06-21 10:22:54.106976,2023-06-21 10:22:54.110947
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,53.wav,2023-06-21 10:23:35.952384,2023-06-21 10:23:35.956275
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,54.wav,2023-06-21 10:24:17.510692,2023-06-21 10:24:17.513657
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,55.wav,2023-06-21 10:25:16.499369,2023-06-21 10:25:16.503887
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,56.wav,2023-06-21 10:26:20.445548,2023-06-21 10:26:20.450541
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,57.wav,2023-06-21 10:27:03.242422,2023-06-21 10:27:03.245398
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,58.wav,2023-06-21 10:27:50.337340,2023-06-21 10:27:50.341133
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,59.wav,2023-06-21 10:28:37.950780,2023-06-21 10:28:37.955751
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,60.wav,2023-06-21 10:29:27.028866,2023-06-21 10:29:27.033078
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,61.wav,2023-06-21 10:30:19.020464,2023-06-21 10:30:19.026033
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,62.wav,2023-06-21 10:31:18.746367,2023-06-21 10:31:18.749732
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,63.wav,2023-06-21 10:32:06.270657,2023-06-21 10:32:06.274029
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,64.wav,2023-06-21 10:32:49.215237,2023-06-21 10:32:49.221236
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,65.wav,2023-06-21 10:33:39.995614,2023-06-21 10:33:39.999580
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,66.wav,2023-06-21 10:34:38.847486,2023-06-21 10:34:38.851590
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,67.wav,2023-06-21 10:35:48.534527,2023-06-21 10:35:48.539581
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,68.wav,2023-06-21 10:36:52.613886,2023-06-21 10:36:52.619234
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,69.wav,2023-06-21 10:37:38.113301,2023-06-21 10:37:38.117340
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,70.wav,2023-06-21 10:38:55.642829,2023-06-21 10:38:55.648819
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,71.wav,2023-06-21 10:39:35.875631,2023-06-21 10:39:35.878600
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,72.wav,2023-06-21 10:40:40.182354,2023-06-21 10:40:40.187187
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,73.wav,2023-06-21 10:41:33.754655,2023-06-21 10:41:33.758632
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,74.wav,2023-06-21 10:42:15.879467,2023-06-21 10:42:15.882542
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,75.wav,2023-06-21 10:43:13.617233,2023-06-21 10:43:13.623928
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,76.wav,2023-06-21 10:43:59.265693,2023-06-21 10:43:59.269200
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,77.wav,2023-06-21 10:44:50.793804,2023-06-21 10:44:50.798079
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,78.wav,2023-06-21 10:45:25.875456,2023-06-21 10:45:25.877485
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,79.wav,2023-06-21 10:46:12.204817,2023-06-21 10:46:12.208787
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,80.wav,2023-06-21 10:46:58.250671,2023-06-21 10:46:58.254670
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,81.wav,2023-06-21 10:48:01.766223,2023-06-21 10:48:01.772231
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,82.wav,2023-06-21 10:48:53.895383,2023-06-21 10:48:53.899421
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,83.wav,2023-06-21 10:49:43.317291,2023-06-21 10:49:43.321274
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,84.wav,2023-06-21 10:50:40.507775,2023-06-21 10:50:40.512599
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,85.wav,2023-06-21 10:51:30.503391,2023-06-21 10:51:30.507381
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,86.wav,2023-06-21 10:52:29.240755,2023-06-21 10:52:29.244530
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,87.wav,2023-06-21 10:53:24.798269,2023-06-21 10:53:24.803248
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,88.wav,2023-06-21 10:54:04.271672,2023-06-21 10:54:04.274673
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,89.wav,2023-06-21 10:55:06.963100,2023-06-21 10:55:06.968095
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,90.wav,2023-06-21 10:56:04.944180,2023-06-21 10:56:04.948224
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,91.wav,2023-06-21 10:57:16.096036,2023-06-21 10:57:16.103045
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,92.wav,2023-06-21 10:58:01.185039,2023-06-21 13:49:12.017522
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,93.wav,2023-06-21 13:50:30.252198,2023-06-21 13:50:30.257197
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,94.wav,2023-06-21 13:51:34.263208,2023-06-21 13:51:34.268209
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,95.wav,2023-06-21 13:52:14.169675,2023-06-21 13:52:14.172675
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,96.wav,2023-06-21 13:53:29.198056,2023-06-21 13:53:29.203599
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,97.wav,2023-06-21 13:54:31.975166,2023-06-21 13:54:31.982162
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,98.wav,2023-06-21 13:54:50.573614,2023-06-21 13:54:50.576612
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,99.wav,2023-06-21 13:55:47.677412,2023-06-21 13:55:47.681918
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,100.wav,2023-06-21 13:56:50.027190,2023-06-21 13:56:50.033190
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,101.wav,2023-06-21 13:57:42.333536,2023-06-21 13:57:42.338534
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,102.wav,2023-06-21 13:58:33.812639,2023-06-21 13:58:33.817552
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,103.wav,2023-06-21 13:59:41.496145,2023-06-21 13:59:41.503188
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,104.wav,2023-06-21 14:00:37.517404,2023-06-21 14:00:37.521402
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,105.wav,2023-06-21 14:01:23.012732,2023-06-21 14:01:23.016731
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,106.wav,2023-06-21 14:02:09.009752,2023-06-21 14:02:09.013132
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,107.wav,2023-06-21 14:03:11.856480,2023-06-21 14:03:11.861478
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,108.wav,2023-06-21 14:04:14.963587,2023-06-21 14:04:14.968586
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,109.wav,2023-06-21 14:05:28.105373,2023-06-21 14:05:28.111372
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,110.wav,2023-06-21 14:06:02.392754,2023-06-21 14:06:02.395754
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,111.wav,2023-06-21 14:06:48.964242,2023-06-21 14:06:48.968241
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,112.wav,2023-06-21 14:07:44.950912,2023-06-21 14:07:44.955383
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,113.wav,2023-06-21 14:08:46.124124,2023-06-21 14:08:46.129122
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,114.wav,2023-06-21 14:09:45.680019,2023-06-21 14:09:45.685030
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,115.wav,2023-06-21 14:10:18.221944,2023-06-21 14:10:18.224917
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,116.wav,2023-06-21 14:11:12.609668,2023-06-21 14:11:12.615668
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,117.wav,2023-06-21 14:12:13.837694,2023-06-21 14:12:13.843725
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,118.wav,2023-06-21 14:13:09.195207,2023-06-21 14:13:09.200214
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,119.wav,2023-06-21 14:14:17.810985,2023-06-21 14:14:17.817746
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,120.wav,2023-06-21 14:15:05.922213,2023-06-21 14:15:05.928218
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,121.wav,2023-06-21 14:16:04.322040,2023-06-21 14:16:04.328039
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,122.wav,2023-06-21 14:17:05.103177,2023-06-21 14:17:05.110177
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,123.wav,2023-06-21 14:18:01.630074,2023-06-21 14:18:01.637112
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,124.wav,2023-06-21 14:19:03.234629,2023-06-21 14:19:03.240629
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,125.wav,2023-06-21 14:19:42.525064,2023-06-21 14:19:42.528066
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,126.wav,2023-06-21 14:20:48.828016,2023-06-21 14:20:48.835016
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,127.wav,2023-06-21 14:21:38.007402,2023-06-21 14:21:38.013131
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,128.wav,2023-06-21 14:22:42.842282,2023-06-21 14:22:42.847252
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,129.wav,2023-06-21 14:23:20.508749,2023-06-21 14:23:20.511751
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,130.wav,2023-06-21 14:24:13.080541,2023-06-21 14:24:13.085063
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,131.wav,2023-06-21 14:25:10.334700,2023-06-21 14:25:10.338701
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,132.wav,2023-06-21 14:25:43.616309,2023-06-21 14:25:43.622312
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,133.wav,2023-06-21 14:26:49.991509,2023-06-21 14:26:49.997161
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,134.wav,2023-06-21 14:27:54.877710,2023-06-21 14:27:54.884715
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,135.wav,2023-06-21 14:28:48.776175,2023-06-21 14:28:48.781176
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,136.wav,2023-06-21 14:29:43.991954,2023-06-21 14:29:43.997682
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,137.wav,2023-06-21 14:30:38.261882,2023-06-21 14:30:38.267880
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,138.wav,2023-06-21 14:31:36.985250,2023-06-21 14:31:36.992252
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,139.wav,2023-06-21 14:32:27.045718,2023-06-21 14:32:27.049333
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,140.wav,2023-06-21 14:33:21.177703,2023-06-21 14:33:21.183705
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,141.wav,2023-06-21 14:34:04.894313,2023-06-21 14:34:04.899313
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,142.wav,2023-06-21 14:34:54.639400,2023-06-21 14:34:54.643400
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,143.wav,2023-06-21 14:35:47.951656,2023-06-21 14:35:47.956656
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,144.wav,2023-06-21 14:36:42.349037,2023-06-21 14:36:42.356036
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,145.wav,2023-06-21 14:37:47.203331,2023-06-21 14:37:47.208298
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,146.wav,2023-06-21 14:38:38.256704,2023-06-21 14:38:38.261708
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,147.wav,2023-06-21 14:39:31.610518,2023-06-21 14:39:31.614042
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,148.wav,2023-06-21 14:40:28.482469,2023-06-21 14:40:28.486501
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,149.wav,2023-06-21 14:41:32.911610,2023-06-21 14:41:32.917779
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,150.wav,2023-06-21 14:42:37.320651,2023-06-21 14:42:37.325658
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,151.wav,2023-06-21 14:43:30.548630,2023-06-21 14:43:30.554631
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,152.wav,2023-06-21 14:44:30.638238,2023-06-21 14:44:30.643205
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,153.wav,2023-06-21 14:45:29.604354,2023-06-21 14:45:29.609332
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,154.wav,2023-06-21 14:46:18.149665,2023-06-21 14:46:18.153680
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,155.wav,2023-06-21 14:47:12.536740,2023-06-21 14:47:12.541018
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 10_ Chapter 10\stephenfry,combined.wav,2023-06-21 14:47:12.566018,2023-06-21 14:47:12.796009
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 11_ Chapter 11\stephenfry,0.wav,2023-06-21 14:48:35.305054,2023-06-21 14:48:35.311565
